time,speed,steering_angle
10.799947,1.0,0.09032076597213745
10.824950,1.0,0.09817475080490112
10.849913,1.0,0.10210173577070236
10.874925,1.0,0.1178097054362297
10.899935,1.0,0.1178097054362297
10.924937,1.0,0.12959067523479462
10.949940,1.0,0.1374446600675583
10.974941,1.0,0.13351766765117645
10.999941,1.0,0.34557515382766724
11.024943,1.0,0.45553091168403625
11.074934,1.0,0.5969025492668152
11.099940,1.0,0.6000000238418579
11.124944,1.0,0.6000000238418579
11.149944,1.0,0.6000000238418579
11.174934,1.0,0.6000000238418579
11.224940,1.0,0.6000000238418579
11.249934,1.0,0.6000000238418579
11.274935,1.0,0.6000000238418579
11.299938,1.0,0.6000000238418579
11.324940,1.0,0.6000000238418579
11.374938,1.0,0.6000000238418579
11.399938,1.0,0.6000000238418579
11.424945,1.0,0.6000000238418579
11.449940,1.0,0.6000000238418579
11.474938,1.0,0.6000000238418579
11.524905,1.0,0.6000000238418579
11.574915,1.0,0.6000000238418579
11.624907,1.0,0.6000000238418579
11.624907,1.0,0.6000000238418579
11.649908,1.0,0.6000000238418579
11.674932,1.0,0.6000000238418579
11.724940,1.0,0.5969025492668152
11.774936,1.0,0.5851216316223145
11.824935,1.0,0.5497786998748779
11.849933,1.0,0.5340707302093506
11.874933,1.0,0.5222897529602051
11.924936,1.0,0.4948008060455322
11.974937,1.0,0.4476769268512726
11.999931,1.0,0.42411497235298157
12.024936,1.0,0.40055304765701294
12.049931,1.0,0.3848450779914856
12.074932,1.0,0.34557515382766724
12.099933,1.0,0.3220132291316986
12.124932,1.0,0.2905972898006439
12.174932,1.0,0.2748893201351166
12.224939,1.0,0.21598447859287262
12.274931,1.0,0.19634951651096344
12.324947,1.0,0.16493359208106995
12.349941,1.0,0.15315261483192444
12.399911,1.0,0.12566368281841278
12.399911,1.0,0.09817475080490112
12.424914,1.0,0.0628318339586258
12.424914,1.0,0.027488913387060165
12.449909,1.0,-0.00392701243981719
12.449909,1.0,-0.027488958090543747
12.474904,1.0,-0.04712391272187233
12.474904,1.0,-0.05890488252043724
12.524901,1.0,-0.09817478805780411
12.524901,1.0,-0.11388275772333145
12.574926,1.0,-0.09817478805780411
12.624925,1.0,-0.11780974268913269
12.674918,1.0,-0.10210178047418594
12.674918,1.0,-0.10602877289056778
12.724919,1.0,-0.10995576530694962
12.774919,1.0,-0.09424780309200287
12.824922,1.0,-0.09032081067562103
12.824922,1.0,-0.07853984087705612
12.874917,1.0,-0.06283187121152878
12.874917,1.0,-0.07068585604429245
12.974919,1.0,-0.0549778938293457
13.024924,1.0,-0.031415946781635284
13.074918,1.0,-0.043196920305490494
13.124918,1.0,-0.027488958090543747
13.174919,1.0,-0.031415946781635284
13.224951,1.0,-0.02356196567416191
13.299905,1.0,-0.03534293919801712
13.374893,1.0,-0.031415946781635284
13.499923,1.0,-0.00392701243981719
13.524925,1.0,-2.179294789073083e-08
13.599928,1.0,-0.007854003459215164
13.699924,1.0,0.02356192283332348
13.749928,1.0,0.02356192283332348
13.799927,1.0,0.027488913387060165
13.849895,1.0,0.051050856709480286
13.924886,1.0,0.07853979617357254
13.949904,1.0,0.09424775838851929
13.999885,1.0,0.08246678113937378
14.024885,1.0,0.09032076597213745
14.024885,1.0,0.09032076597213745
14.074894,1.0,0.1178097054362297
14.149918,1.0,0.12173669040203094
14.199908,1.0,0.13351766765117645
