sec,nanosec,frame_id,child_frame_id,tx,ty,tz,qx,qy,qz,qw
2,274976000,odom,base_link,0.16004619966611527,1.8355233243738494,0.0,0.0,0.0,0.6886087269412475,0.7251331058366832
2,299983999,odom,base_link,0.16536096421482627,1.8603514389818228,0.0,0.0,0.0,0.6938824361612927,0.7200883034648385
2,350009000,odom,base_link,0.12247477672715741,1.9110553397537207,0.0,0.0,0.0,0.7015394402229976,0.7126306292965544
2,424999999,odom,base_link,0.17843611897803577,1.9879892914634947,0.0,0.0,0.0,0.7190021090863772,0.6950078899763235
2,450006999,odom,base_link,0.18372477990204072,2.0132826089403,0.0,0.0,0.0,0.7240538478710895,0.689743448959879
2,499992999,odom,base_link,0.14096349434630143,2.0603975815022024,0.0,0.0,0.0,0.731378998864829,0.6819712310790539
2,549999999,odom,base_link,0.15150793717359556,2.1116990858123987,0.0,0.0,0.0,0.7412521150401332,0.6712267142691276
2,575032000,odom,base_link,0.14345591257817883,2.1359847763375623,0.0,0.0,0.0,0.7454829411751331,0.6665247065314781
2,600007000,odom,base_link,0.14146233470007197,2.160920807572519,0.0,0.0,0.0,0.7537671959750216,0.6571415481248719
2,625006000,odom,base_link,0.12883450912410047,2.184313502904188,0.0,0.0,0.0,0.7574472844585717,0.6528963250519455
2,649996999,odom,base_link,0.1294149417211714,2.209727032816707,0.0,0.0,0.0,0.761734908822646,0.6478888243217004
2,699981999,odom,base_link,0.07796221128353938,2.251181447236218,0.0,0.0,0.0,0.7677154340864811,0.6407909271091514
2,724984000,odom,base_link,0.06539856417260018,2.2742174367358845,0.0,0.0,0.0,0.7713040687471966,0.6364668361619635
2,774986999,odom,base_link,0.08507035716186526,2.3310114078065665,0.0,0.0,0.0,0.7912087851793637,0.6115461211184284
2,799982000,odom,base_link,0.08194200165263861,2.356139266208068,0.0,0.0,0.0,0.8002731102074121,0.5996356802917546
2,849997000,odom,base_link,0.02502963862525654,2.3892047807099157,0.0,0.0,0.0,0.8156152948026432,0.5785945824875977
2,874984000,odom,base_link,0.009275290557997522,2.409935722409088,0.0,0.0,0.0,0.8236272122758486,0.5671315678030224
2,899979999,odom,base_link,0.0031226112070857374,2.434394075422185,0.0,0.0,0.0,0.8279054807652305,0.560867644742405
2,924976000,odom,base_link,-0.01539270463401915,2.4537755510429347,0.0,0.0,0.0,0.8315943147628757,0.5553835572413565
2,949971000,odom,base_link,-0.021586129328192764,2.4783299730084893,0.0,0.0,0.0,0.8357830518330567,0.5490598239432768
2,999969999,odom,base_link,-0.08264190168581738,2.5052934910887354,0.0,0.0,0.0,0.8419161591338459,0.5396083588949607
3,24976000,odom,base_link,-0.1009766822556348,2.5242622478452983,0.0,0.0,0.0,0.8454656329324618,0.5340298339326294
3,74969999,odom,base_link,-0.08992730797304771,2.58630551985309,0.0,0.0,0.0,0.8544862693590706,0.5194739795955308
3,99991999,odom,base_link,-0.09632909199267736,2.611274254198021,0.0,0.0,0.0,0.8584057508318933,0.5129713120036378
3,149966000,odom,base_link,-0.15571967527240488,2.635037217261595,0.0,0.0,0.0,0.8641281416848767,0.5032718497474716
3,174977000,odom,base_link,-0.17376263303160097,2.6534588406560697,0.0,0.0,0.0,0.8674377064412858,0.4975458023578148
3,199990000,odom,base_link,-0.1845377517048336,2.6762098368542304,0.0,0.0,0.0,0.873850833326407,0.4861941187373045
3,224993000,odom,base_link,-0.20598596279107617,2.6920892383557637,0.0,0.0,0.0,0.8789162734160928,0.47697608359787597
3,274964000,odom,base_link,-0.20508365932279055,2.75441561565832,0.0,0.0,0.0,0.8905299117549571,0.4549246929654492
3,299974000,odom,base_link,-0.21554900254433793,2.777870327996171,0.0,0.0,0.0,0.8957010074273072,0.4446568399268216
3,324964000,odom,base_link,-0.2365531590008537,2.793109831618136,0.0,0.0,0.0,0.900325477895662,0.4352172260514832
3,349956999,odom,base_link,-0.24902705148936213,2.8151966619882605,0.0,0.0,0.0,0.9036797984162885,0.42820885317131885
3,374962000,odom,base_link,-0.27178072196523007,2.8287316909425,0.0,0.0,0.0,0.9065692389925722,0.4220571228073617
3,399970999,odom,base_link,-0.28434930317525225,2.850938763932766,0.0,0.0,0.0,0.9098232503778491,0.4149959675368975
3,424961999,odom,base_link,-0.3069241642278394,2.864289150570531,0.0,0.0,0.0,0.9126214795588219,0.4088056201275452
3,449958000,odom,base_link,-0.32080768759478756,2.885525754453448,0.0,0.0,0.0,0.9172440539898606,0.3983256775808531
3,475014999,odom,base_link,-0.34441110243628226,2.8975120835456654,0.0,0.0,0.0,0.9213762759560332,0.3886717871230066
3,499988999,odom,base_link,-0.3584636698387103,2.918851968906092,0.0,0.0,0.0,0.9257626275783167,0.3781052199841874
3,549967000,odom,base_link,-0.42283877092541744,2.92231864896967,0.0,0.0,0.0,0.9327764682410339,0.36045535132077533
3,574961000,odom,base_link,-0.44594162428692136,2.9338486822729157,0.0,0.0,0.0,0.9365007646580601,0.35066553551050417
3,599965000,odom,base_link,-0.46332180055263733,2.952037509847869,0.0,0.0,0.0,0.9397877328705635,0.3417587118801896
3,624969999,odom,base_link,-0.4891572784539785,2.9598644575536306,0.0,0.0,0.0,0.9426645187384585,0.3337418240370697
3,674958000,odom,base_link,-0.5083040827438585,3.0179308232686375,0.0,0.0,0.0,0.9494433134330609,0.3139385203781954
3,699970000,odom,base_link,-0.52593040327132,3.036290812635047,0.0,0.0,0.0,0.9523815973589566,0.30490866339283035
3,724981999,odom,base_link,-0.5512105727700003,3.043674468239554,0.0,0.0,0.0,0.9549443521598316,0.2967849124838381
3,774956000,odom,base_link,-0.5727685614461094,3.103309821672008,0.0,0.0,0.0,0.960944237106073,0.2767420697556253
3,824959000,odom,base_link,-0.6223891168430309,3.117450165524779,0.0,0.0,0.0,0.9655169122716958,0.2603403390128592
3,874962000,odom,base_link,-0.6491473502060284,3.1712000402466862,0.0,0.0,0.0,0.9661019503263121,0.2581608443891058
3,899954999,odom,base_link,-0.6691877490922197,3.1864858435994994,0.0,0.0,0.0,0.9661411604292253,0.2580140657492725
3,924971000,odom,base_link,-0.6947182947020294,3.1921304209784753,0.0,0.0,0.0,0.9673092948728419,0.2535995426900558
3,949971000,odom,base_link,-0.7137306330526737,3.2094525624616823,0.0,0.0,0.0,0.9686994111376647,0.24823668315045946
3,974969000,odom,base_link,-0.7391121811350191,3.2150224594655596,0.0,0.0,0.0,0.9698220888993672,0.24381369092581315
3,999960999,odom,base_link,-0.7582320263671314,3.2323962234943044,0.0,0.0,0.0,0.971157473593216,0.2384390099879674
4,24956000,odom,base_link,-0.7834888266906472,3.237899875386895,0.0,0.0,0.0,0.9722352610887761,0.23400554928385656
4,49968999,odom,base_link,-0.8027657865328234,3.255316759300546,0.0,0.0,0.0,0.9735424848635345,0.22850608343266235
4,74957000,odom,base_link,-0.8279137050128971,3.2607292322363413,0.0,0.0,0.0,0.9745993082160728,0.22395577336776198
4,99953000,odom,base_link,-0.8475390884625552,3.277674295934753,0.0,0.0,0.0,0.9755446680385664,0.21980127538647992
4,124965000,odom,base_link,-0.8728777764058319,3.2825234822879987,0.0,0.0,0.0,0.9762616516201862,0.21659452342066773
4,149955000,odom,base_link,-0.8928440006854421,3.2990049899545077,0.0,0.0,0.0,0.9774392894657982,0.21121656045063228
4,174964000,odom,base_link,-0.918295754244344,3.3032900608496125,0.0,0.0,0.0,0.9783865473335792,0.20678434175893953
4,199957999,odom,base_link,-0.938454265014091,3.319677326690947,0.0,0.0,0.0,0.979433914974599,0.20176522544167544
4,224953000,odom,base_link,-0.9638481452150167,3.323769593349461,0.0,0.0,0.0,0.9802630554194479,0.19769760286793658
4,249965999,odom,base_link,-0.9845484873439332,3.339257620894382,0.0,0.0,0.0,0.9813640778275013,0.19215760913837848
4,274955000,odom,base_link,-1.0102085719312195,3.342336632263975,0.0,0.0,0.0,0.982250229460519,0.18757528281934657
4,299966000,odom,base_link,-1.0313365747127565,3.3571581818225145,0.0,0.0,0.0,0.983617353966095,0.18026896842423507
4,324955000,odom,base_link,-1.0571002202330138,3.359446860148671,0.0,0.0,0.0,0.9847597759414981,0.17392004969999988
4,374972999,odom,base_link,-1.0923508642323483,3.41159455686198,0.0,0.0,0.0,0.9869073694472396,0.16128807807996767
4,399988999,odom,base_link,-1.114303081609724,3.4250059860960635,0.0,0.0,0.0,0.9877687096960223,0.15592618813225467
4,424991000,odom,base_link,-1.1403002063288197,3.4256693184633495,0.0,0.0,0.0,0.9884529323838073,0.1515282167183806
4,449959999,odom,base_link,-1.1624578446762246,3.4387019642874144,0.0,0.0,0.0,0.989389380224899,0.14528817673228003
4,474956999,odom,base_link,-1.1884100153476234,3.4389262602633424,0.0,0.0,0.0,0.9901512032765715,0.14000212373374035
4,499977999,odom,base_link,-1.211244048798588,3.4504070474777495,0.0,0.0,0.0,0.991525434215702,0.12991271417133704
4,524987000,odom,base_link,-1.2373722643511906,3.448918953760154,0.0,0.0,0.0,0.9926787092201765,0.12078485112365814
4,549959000,odom,base_link,-1.2604641402229244,3.459981524366631,0.0,0.0,0.0,0.9937376166379395,0.11173875459636973
4,574967000,odom,base_link,-1.2864407217357399,3.4579903607461477,0.0,0.0,0.0,0.9946146354669555,0.10364230272883425
4,600089999,odom,base_link,-1.3099511134340904,3.4687105668339018,0.0,0.0,0.0,0.9954037523257827,0.09576726922989832
4,624977999,odom,base_link,-1.3356718165213144,3.4663061254722662,0.0,0.0,0.0,0.9960384121202318,0.08892402139471214
4,674963000,odom,base_link,-1.3791961956240466,3.5125401366547604,0.0,0.0,0.0,0.9971502232643104,0.07544158166380119
4,724955999,odom,base_link,-1.430507642048419,3.5058916163943827,0.0,0.0,0.0,0.9978301701082222,0.06584034949631054
4,749965000,odom,base_link,-1.4547399045209872,3.514171756801385,0.0,0.0,0.0,0.998416498900704,0.05625384184978388
4,774974000,odom,base_link,-1.4803435760471992,3.5091442404230238,0.0,0.0,0.0,0.9988646505214992,0.04763832426275444
4,799966999,odom,base_link,-1.50489505870249,3.5159827063027054,0.0,0.0,0.0,0.9993039698364236,0.0373038318295082
4,824955000,odom,base_link,-1.5302853655451019,3.5094908729415106,0.0,0.0,0.0,0.9996095272685946,0.02794267334842368
4,849954000,odom,base_link,-1.5551126447193058,3.515201222834566,0.0,0.0,0.0,0.9998691656962683,0.016175644959274097
4,874952000,odom,base_link,-1.5801944991738428,3.507547660711113,0.0,0.0,0.0,0.999985510252739,0.0053832410840688434
4,899966000,odom,base_link,-1.6052519265519598,3.512400577156737,0.0,0.0,0.0,0.9999904272539507,-0.0043755457329587915
4,924972000,odom,base_link,-1.6300423553583716,3.5038795289450717,0.0,0.0,0.0,0.9999134843102516,-0.013153854740420544
4,949950000,odom,base_link,-1.6552360251242992,3.5074679411320275,0.0,0.0,0.0,0.9996749376546971,-0.025495470677703455
4,974961999,odom,base_link,-1.679595025935549,3.4977084594137033,0.0,0.0,0.0,0.9993199532776007,-0.03687317427689011
4,999950000,odom,base_link,-1.7049114013190116,3.500022201798881,0.0,0.0,0.0,0.9988985268450891,-0.04692262851451197
5,24945999,odom,base_link,-1.7288301505059949,3.4890466169335417,0.0,0.0,0.0,0.9984310010402041,-0.05599585843485218
5,74952999,odom,base_link,-1.7842057337849855,3.5113113066129893,0.0,0.0,0.0,0.9952432626532812,-0.09742098410122893
5,99948999,odom,base_link,-1.8094256492803624,3.5093003302043897,0.0,0.0,0.0,0.9931202138926408,-0.11709927735829682
5,124951000,odom,base_link,-1.8312784070369166,3.4945699635465357,0.0,0.0,0.0,0.9908051974661027,-0.13529619608162366
5,149945999,odom,base_link,-1.855766506330196,3.489204730965518,0.0,0.0,0.0,0.9893229576035298,-0.14573978715026398
5,174958000,odom,base_link,-1.8762072437930268,3.4710864018582512,0.0,0.0,0.0,0.9878817080159643,-0.1552086691118153
5,199949000,odom,base_link,-1.9007806500501894,3.465681247356565,0.0,0.0,0.0,0.9861900072475299,-0.16561784204945082
5,224946000,odom,base_link,-1.920809803572808,3.447707828729008,0.0,0.0,0.0,0.9845595593374065,-0.1750499189298069
5,249958000,odom,base_link,-1.94501772887506,3.440886795782106,0.0,0.0,0.0,0.9820362322748856,-0.18869244420311865
5,274950999,odom,base_link,-1.964007618995161,3.42176347452927,0.0,0.0,0.0,0.9795229795100348,-0.20133239334936634
5,302375999,odom,base_link,-1.9894726151945032,3.4114018458405875,0.0,0.0,0.0,0.9740695717118699,-0.22624868942173865
5,325001000,odom,base_link,-2.0053341347966205,3.393190483959749,0.0,0.0,0.0,0.9692904365306414,-0.24591878669641848
5,349972000,odom,base_link,-2.02626032751677,3.3795174203313323,0.0,0.0,0.0,0.9646984596215837,-0.26335694789343156
5,374963000,odom,base_link,-2.0401259648139805,3.3547976826502777,0.0,0.0,0.0,0.9598935848238653,-0.2803645944372947
5,399962999,odom,base_link,-2.0612065524142182,3.341326710231209,0.0,0.0,0.0,0.9544962201141041,-0.29822301351151276
5,424963000,odom,base_link,-2.074331536216374,3.317112365128598,0.0,0.0,0.0,0.9490747575371957,-0.31505095557022716
5,449951000,odom,base_link,-2.095474315419352,3.30352446426171,0.0,0.0,0.0,0.9429989058771312,-0.3327958285714133
5,474960000,odom,base_link,-2.1079581267295913,3.2797436270812406,0.0,0.0,0.0,0.9369278107919906,-0.3495229282386606
5,499946999,odom,base_link,-2.126603722388417,3.263095755895859,0.0,0.0,0.0,0.9294075390388317,-0.36905504518673454
5,524957999,odom,base_link,-2.1357399841487785,3.2370373875612324,0.0,0.0,0.0,0.9218515571234676,-0.3875431674394974
5,549951000,odom,base_link,-2.1544793103125968,3.2202788027134224,0.0,0.0,0.0,0.91353711460348,-0.40675538133127176
5,574944000,odom,base_link,-2.163023648119586,3.194886362728299,0.0,0.0,0.0,0.905237470785608,-0.42490601488526325
5,599946000,odom,base_link,-2.1796308120025802,3.1761311781340744,0.0,0.0,0.0,0.8985571080095373,-0.43885660943585764
5,624957000,odom,base_link,-2.1854905624954903,3.1494073416233537,0.0,0.0,0.0,0.8921013080896211,-0.4518354303336415
5,649960000,odom,base_link,-2.202176505750965,3.1305367629475187,0.0,0.0,0.0,0.8850058534828117,-0.4655798957226998
5,674965000,odom,base_link,-2.207682283059723,3.1043284945657903,0.0,0.0,0.0,0.8781658139177352,-0.4783563559379154
5,699963000,odom,base_link,-2.223532225941035,3.084683015381785,0.0,0.0,0.0,0.8700173390814272,-0.4930211250014272
5,724959000,odom,base_link,-2.2277659611048795,3.058430517216101,0.0,0.0,0.0,0.8621197575273533,-0.5067045723900442
5,749952000,odom,base_link,-2.242380332582566,3.037869049599294,0.0,0.0,0.0,0.8554076465851945,-0.5179553630995425
5,774948000,odom,base_link,-2.2450477893023133,3.0113197686219837,0.0,0.0,0.0,0.8490640352249215,-0.5282899432012438
5,799977000,odom,base_link,-2.259789357361278,2.990552062537328,0.0,0.0,0.0,0.8420593891771692,-0.5393848209753151
5,824958999,odom,base_link,-2.2622940862611576,2.9644262942360355,0.0,0.0,0.0,0.8354596303879137,-0.5495518228448437
5,849945000,odom,base_link,-2.275853493281264,2.9429696355610577,0.0,0.0,0.0,0.8298003973610751,-0.5580603018844844
5,874941999,odom,base_link,-2.27698097553342,2.91661178771915,0.0,0.0,0.0,0.8246046783870867,-0.5657093992343855
5,899987999,odom,base_link,-2.290666992618432,2.894931867080819,0.0,0.0,0.0,0.8187657166251024,-0.5741277743493886
5,924982000,odom,base_link,-2.2917146705832985,2.8688772913463834,0.0,0.0,0.0,0.8134213613975465,-0.5816748995978441
5,949967000,odom,base_link,-2.304643826424057,2.8467993975916794,0.0,0.0,0.0,0.8086071819091559,-0.5883488976491188
5,974974999,odom,base_link,-2.304822783669827,2.8206914006460613,0.0,0.0,0.0,0.8043147697857239,-0.5942034593508674
5,999972999,odom,base_link,-2.3178070077963846,2.7984257603174423,0.0,0.0,0.0,0.799395462539289,-0.6008052050969567
6,24960000,odom,base_link,-2.3179300066749486,2.7725526121863697,0.0,0.0,0.0,0.7950163038514366,-0.606588061711076
6,49979000,odom,base_link,-2.3301112787032348,2.749873899992757,0.0,0.0,0.0,0.7913281875342183,-0.6113916090475965
6,74959999,odom,base_link,-2.3293395732038515,2.7239308729507177,0.0,0.0,0.0,0.7882171513686171,-0.6153972069227667
6,99939000,odom,base_link,-2.3415343235230606,2.7011515668829014,0.0,0.0,0.0,0.7844818637808584,-0.6201517599740491
6,124948999,odom,base_link,-2.340710613504689,2.675321290660946,0.0,0.0,0.0,0.781323567217012,-0.6241261757940322
6,149938999,odom,base_link,-2.352714178985907,2.6523408193396736,0.0,0.0,0.0,0.7778726185515038,-0.6284219834695686
6,174944000,odom,base_link,-2.3516374821283175,2.6265920401923304,0.0,0.0,0.0,0.7750137084502956,-0.6319444213806467
6,199939999,odom,base_link,-2.363324181999147,2.603409504772466,0.0,0.0,0.0,0.7720524839619464,-0.6355587793494701
6,226685999,odom,base_link,-2.3608013392729807,2.5757226873495553,0.0,0.0,0.0,0.7695794844371385,-0.638551029388778
6,249965000,odom,base_link,-2.3700059613850266,2.553721277586801,0.0,0.0,0.0,0.7668744525264471,-0.6417971440122353
6,274938999,odom,base_link,-2.366738864463128,2.5278211855588446,0.0,0.0,0.0,0.7645857089213504,-0.6445220661181711
6,299964000,odom,base_link,-2.3766765470591222,2.504081705487551,0.0,0.0,0.0,0.7616488749590802,-0.647989962324701
6,324958999,odom,base_link,-2.3734031909766973,2.4782807952855217,0.0,0.0,0.0,0.7593354172519394,-0.6506994114849214
6,349943999,odom,base_link,-2.3833349761350098,2.454479250163952,0.0,0.0,0.0,0.7563755723985686,-0.6541375952188788
6,374943000,odom,base_link,-2.3804391749094074,2.428828949780359,0.0,0.0,0.0,0.7546410010271795,-0.6561379120037925
6,399949999,odom,base_link,-2.390796030636991,2.404978791567392,0.0,0.0,0.0,0.7522571536625449,-0.6588696189410514
6,449943000,odom,base_link,-2.3584727809422232,2.3505122689218254,0.0,0.0,0.0,0.7500503554219399,-0.6613807257029961
6,474954999,odom,base_link,-2.355573842778438,2.3249684678055242,0.0,0.0,0.0,0.7482950418492953,-0.6633660605908034
6,499945000,odom,base_link,-2.365945725167266,2.3009945894386665,0.0,0.0,0.0,0.7458864373287672,-0.6660731360811657
6,524949999,odom,base_link,-2.363031374716568,2.27552913603255,0.0,0.0,0.0,0.7441195902601349,-0.66804643206224
6,549983000,odom,base_link,-2.3731226753841512,2.2513977624210355,0.0,0.0,0.0,0.7422130456591044,-0.6701640059369319
6,574939999,odom,base_link,-2.3699273326719172,2.226005139481412,0.0,0.0,0.0,0.740960197023926,-0.6715489456668552
6,599950999,odom,base_link,-2.3800455747560116,2.2018254022808335,0.0,0.0,0.0,0.7390439506011718,-0.6736572118517048
6,624957000,odom,base_link,-2.3768417176816934,2.176435445081861,0.0,0.0,0.0,0.7377819767160063,-0.6750390765229983
6,649942000,odom,base_link,-2.3867088294574397,2.1521944631195944,0.0,0.0,0.0,0.7362435752356242,-0.676716630447535
6,674953999,odom,base_link,-2.3832510059047145,2.126816138395496,0.0,0.0,0.0,0.7353624684275158,-0.677673992438983
6,699948000,odom,base_link,-2.3931166220477516,2.102509447404843,0.0,0.0,0.0,0.7338179961856434,-0.6793461183182599
6,724948999,odom,base_link,-2.389653562511962,2.0771806798421606,0.0,0.0,0.0,0.7329340454257448,-0.6802997023781888
6,749939000,odom,base_link,-2.399393371166963,2.0528161894674537,0.0,0.0,0.0,0.7315855877050716,-0.6817496078929748
6,774948000,odom,base_link,-2.3957944549024224,2.0275015695797403,0.0,0.0,0.0,0.7309005504396107,-0.682483981765927
6,799940999,odom,base_link,-2.4053122755995866,2.003064604532549,0.0,0.0,0.0,0.7292536758139756,-0.684243433517491
6,824936000,odom,base_link,-2.4014933341962763,1.9777908719434154,0.0,0.0,0.0,0.7282717396372032,-0.6852884598808022
6,849952000,odom,base_link,-2.4108677651506785,1.9532673124318072,0.0,0.0,0.0,0.7268924918872044,-0.6867512688288319
6,874959999,odom,base_link,-2.4068825930483664,1.9280035904882795,0.0,0.0,0.0,0.7261829130212744,-0.6875015467880318
6,899943999,odom,base_link,-2.4159625719144606,1.9034384597954708,0.0,0.0,0.0,0.7243754159731194,-0.6894057272272767
6,924953000,odom,base_link,-2.411688520969955,1.8782053714374711,0.0,0.0,0.0,0.7232363552361011,-0.690600589678868
6,949939999,odom,base_link,-2.4199050161898885,1.8535158482646201,0.0,0.0,0.0,0.720563563195594,-0.6933888890044815
6,974948000,odom,base_link,-2.4147595139126588,1.8283264146643101,0.0,0.0,0.0,0.718557706486659,-0.695467341036682
6,999941999,odom,base_link,-2.4229740013048002,1.8035294778847821,0.0,0.0,0.0,0.7158657781391126,-0.6982379162501009
7,24949000,odom,base_link,-2.4178197189905775,1.7784191491908468,0.0,0.0,0.0,0.7138463712980929,-0.7003023334136087
7,49947999,odom,base_link,-2.425605497260618,1.7535229125880083,0.0,0.0,0.0,0.7118601288386968,-0.7023212633615431
7,74951999,odom,base_link,-2.4200205336668144,1.7284631036637967,0.0,0.0,0.0,0.7105554857402142,-0.7036411739547994
7,99948999,odom,base_link,-2.4278025691660408,1.7034979152219583,0.0,0.0,0.0,0.7085601530320893,-0.7056504159533544
7,125710999,odom,base_link,-2.421626453808269,1.6777337376847452,0.0,0.0,0.0,0.7072313323874592,-0.7069822080430732
7,149962000,odom,base_link,-2.4283924100491103,1.6534484139306052,0.0,0.0,0.0,0.7053270521987886,-0.7088820419763555
7,174953999,odom,base_link,-2.422004995543822,1.6285105464244962,0.0,0.0,0.0,0.7040526414526496,-0.710147786072411
7,199940999,odom,base_link,-2.428972988043459,1.603422348925276,0.0,0.0,0.0,0.7020818656082225,-0.712096239271124
7,224941000,odom,base_link,-2.4225773055263957,1.5785319745338517,0.0,0.0,0.0,0.7008016388768327,-0.7133561964036939
7,249933000,odom,base_link,-2.4295411419689965,1.5533709154131892,0.0,0.0,0.0,0.6988218106823746,-0.7152957967964074
7,274943000,odom,base_link,-2.423134464874913,1.5285241921653403,0.0,0.0,0.0,0.6975358312837187,-0.7165499034089193
7,299940000,odom,base_link,-2.430090794772844,1.503288337164253,0.0,0.0,0.0,0.6955471303752009,-0.7184804725438426
7,324931000,odom,base_link,-2.4236938023705776,1.478511659331821,0.0,0.0,0.0,0.6942562492976652,-0.719727907136536
7,349941000,odom,base_link,-2.4303816570939234,1.453200766155967,0.0,0.0,0.0,0.6922069136577804,-0.7216990984367171
7,374946999,odom,base_link,-2.42370558403713,1.428472516629291,0.0,0.0,0.0,0.6908590233995996,-0.7229894949356812
7,399945999,odom,base_link,-2.43028855523916,1.4031075551070835,0.0,0.0,0.0,0.6889676680977923,-0.7247920752297795
7,424940999,odom,base_link,-2.4235249218150923,1.3784413399459752,0.0,0.0,0.0,0.6877808620143457,-0.7259183740936742
7,449927999,odom,base_link,-2.42994372424626,1.3530362044117255,0.0,0.0,0.0,0.6861524698844588,-0.7274577568982661
7,474940000,odom,base_link,-2.4230107808527523,1.3284007813034167,0.0,0.0,0.0,0.6852312635711529,-0.7283255559327032
