sec,nanosec,speed,steering_angle,time
1742308782,775769702,1.0,0.6000000238418579,1742308782.7757697
1742308782,800752150,1.0,0.6000000238418579,1742308782.8007522
1742308782,825763798,1.0,0.6000000238418579,1742308782.8257637
1742308782,850765656,1.0,0.6000000238418579,1742308782.8507657
1742308782,875770855,1.0,0.6000000238418579,1742308782.8757708
1742308782,900766503,1.0,0.6000000238418579,1742308782.9007666
1742308782,925771421,1.0,0.6000000238418579,1742308782.9257715
1742308782,950770369,1.0,0.6000000238418579,1742308782.9507704
1742308782,975774727,1.0,0.6000000238418579,1742308782.9757748
1742308783,760375,1.0,0.6000000238418579,1742308783.0007603
1742308783,25758883,1.0,0.6000000238418579,1742308783.025759
1742308783,50749112,1.0,0.5969025492668152,1742308783.050749
1742308783,75759460,1.0,0.5929756164550781,1742308783.0757594
1742308783,100755708,1.0,0.5851216316223145,1742308783.1007557
1742308783,125760036,1.0,0.5694136619567871,1742308783.12576
1742308783,150756514,1.0,0.5576326847076416,1742308783.1507566
1742308783,175747272,1.0,0.5419247150421143,1742308783.1757472
1742308783,200761640,1.0,0.5222897529602051,1742308783.2007616
1742308783,225758828,1.0,0.5144357681274414,1742308783.2257588
1742308783,250754287,1.0,0.4948008060455322,1742308783.2507544
1742308783,275744935,1.0,0.4673118889331817,1742308783.275745
1742308783,300743873,1.0,0.4437499344348907,1742308783.3007438
1742308783,325759381,1.0,0.4358959496021271,1742308783.3257594
1742308783,350754719,1.0,0.4123340249061584,1742308783.3507547
1742308783,375746457,1.0,0.3887720704078674,1742308783.3757465
1742308783,400758125,1.0,0.3534291386604309,1742308783.400758
1742308783,425756613,1.0,0.3180862367153168,1742308783.4257567
1742308783,450755461,1.0,0.2866702973842621,1742308783.4507554
1742308783,475746130,1.0,0.2670353651046753,1742308783.4757462
1742308783,500750328,1.0,0.2474004030227661,1742308783.5007503
1742308783,525755696,1.0,0.2159844785928726,1742308783.5257556
1742308783,550751794,1.0,0.2042035013437271,1742308783.5507517
1742308783,575750962,1.0,0.1688605844974517,1742308783.575751
1742308783,600759511,1.0,0.1531526148319244,1742308783.6007595
1742308783,625753519,1.0,0.1256636828184127,1742308783.6257534
1742308783,650753097,1.0,0.0942477583885192,1742308783.650753
1742308783,675742026,1.0,0.0785397961735725,1742308783.675742
1742308783,700737204,1.0,0.0392698869109153,1742308783.7007372
1742308783,725748652,1.0,0.0196349322795867,1742308783.7257485
1742308783,750748901,1.0,0.0039269691333174,1742308783.7507489
1742308783,775744069,1.0,-0.0078540034592151,1742308783.775744
1742308783,800745757,1.0,-0.0235619656741619,1742308783.8007457
1742308783,825752945,1.0,-0.0274889580905437,1742308783.825753
1742308783,850760874,1.0,-0.0431969203054904,1742308783.850761
1742308783,875743022,1.0,-0.0353429391980171,1742308783.875743
1742308783,900751310,1.0,-0.0392699278891086,1742308783.9007514
1742308783,925751979,1.0,-0.0549778938293457,1742308783.925752
1742308783,950752247,1.0,-0.0667588636279106,1742308783.9507523
1742308783,975751675,1.0,-0.0628318712115287,1742308783.9757516
1742308784,753904,1.0,-0.0667588636279106,1742308784.0007539
1742308784,25754782,1.0,-0.0706858560442924,1742308784.0257547
1742308784,50750280,1.0,-0.0706858560442924,1742308784.0507503
1742308784,75753299,1.0,-0.0667588636279106,1742308784.0757532
1742308784,100778337,1.0,-0.0667588636279106,1742308784.1007783
1742308784,125757635,1.0,-0.0667588636279106,1742308784.1257577
1742308784,150747374,1.0,-0.0589048825204372,1742308784.1507473
1742308784,175747572,1.0,-0.0628318712115287,1742308784.1757476
1742308784,200748560,1.0,-0.0431969203054904,1742308784.2007484
1742308784,225759588,1.0,-0.0471239127218723,1742308784.2257595
1742308784,250748037,1.0,-0.0471239127218723,1742308784.250748
1742308784,275782595,1.0,-0.0549778938293457,1742308784.2757826
1742308784,300789543,1.0,-0.0471239127218723,1742308784.3007896
1742308784,325789521,1.0,-0.0392699278891086,1742308784.3257895
1742308784,350779350,1.0,-0.0353429391980171,1742308784.3507793
1742308784,375745198,1.0,-0.0471239127218723,1742308784.3757453
