sec,nanosec,ax,ay,az,gx,gy,gz
1742308724,390705806,-0.005859375,0.09033203125,0.947265625,-0.48828125,2.13623046875,-0.6103515625
1742308724,415790914,-0.0498046875,0.15576171875,0.9921875,-0.54931640625,0.91552734375,-1.15966796875
1742308724,435583892,-0.05078125,0.10302734375,1.08544921875,10.3759765625,0.91552734375,-1.15966796875
1742308724,455582131,-0.04150390625,0.11962890625,0.935546875,2.38037109375,1.953125,0.244140625
1742308724,475658775,-0.02197265625,0.01025390625,0.923828125,-4.21142578125,6.2255859375,0.30517578125
1742308724,495516781,-0.07470703125,-0.02001953125,0.91796875,-0.79345703125,1.40380859375,0.48828125
1742308724,515753051,-0.07470703125,0.05712890625,0.96533203125,-0.244140625,-3.47900390625,2.25830078125
1742308724,535614546,0.025390625,0.1513671875,1.0263671875,-3.2958984375,2.01416015625,4.69970703125
1742308724,555567502,-0.03564453125,0.1044921875,0.9638671875,-3.96728515625,4.2724609375,5.4931640625
1742308724,575626192,-0.0341796875,0.08837890625,0.9755859375,-3.72314453125,-1.77001953125,5.859375
1742308724,595693684,-0.0068359375,0.0517578125,0.91162109375,-0.67138671875,1.46484375,7.2021484375
1742308724,615506055,-0.11572265625,0.07080078125,0.9111328125,-1.5869140625,-5.2490234375,9.765625
1742308724,635582603,-0.021484375,0.14208984375,0.9130859375,-1.8310546875,0.30517578125,10.8642578125
1742308724,655675984,-0.017578125,0.10693359375,0.998046875,-3.662109375,-3.0517578125,13.7939453125
1742308724,675760148,-0.0390625,0.03369140625,1.0537109375,-0.244140625,-2.0751953125,14.2822265625
1742308724,695652813,-0.02099609375,0.06005859375,1.03955078125,3.173828125,-0.91552734375,15.07568359375
1742308724,715515107,-0.0341796875,0.0546875,0.93798828125,-0.54931640625,-1.8310546875,19.47021484375
1742308724,735587463,0.06640625,0.03662109375,0.92919921875,-4.7607421875,-0.8544921875,22.3388671875
1742308724,755681644,0.0458984375,0.16943359375,0.92626953125,-4.150390625,2.62451171875,21.8505859375
1742308724,775700812,0.0322265625,0.07373046875,0.98779296875,-5.2490234375,-0.67138671875,18.5546875
1742308724,795579492,0.005859375,0.0703125,1.060546875,6.34765625,1.15966796875,16.2353515625
