t,steer,speed
1746722631198202880,0.0,3.814155206782743e-05
1746722631298381312,0.0,3.807900793617591e-05
1746722631398219520,0.0,7.64177311793901e-05
1746722631498172672,0.0,0.0
1746722631598222080,0.0,0.0
1746722631698166272,0.0,0.0
1746722631798198016,0.0,0.0
1746722631898145536,0.0,0.0
1746722631998200832,0.0,0.0
1746722632098107136,0.0,0.0
1746722632198125056,0.0,0.0
1746722632298157568,0.0,0.0
1746722632398159104,0.0,0.0
1746722632498159104,0.0,0.0
1746722632598252544,0.0,0.0
1746722632698206464,0.0,0.0
1746722632798269696,0.0,0.0
1746722632898164224,0.0,0.0
1746722632998190848,0.0,0.0
1746722633098202368,0.0,0.0
1746722633198158848,0.0,0.0
1746722633298200832,0.0,0.0
1746722633398196992,0.0,0.0
1746722633498283776,0.0,0.0
1746722633598217984,0.0,0.0
1746722633698234368,0.0,0.0
1746722633798232576,0.0,0.0
1746722633898251520,0.0,0.0
1746722633998436608,0.0,0.0
1746722634098500608,0.0,0.0
1746722634199181312,0.0,0.0
1746722634298266112,0.0,0.0
1746722634398282240,0.0,0.0
1746722634498258432,0.0,0.0
1746722634598214144,0.0,0.0
1746722634698162432,0.0,0.0
1746722634798251520,0.0,0.0
1746722634898127872,0.0,0.0
1746722634998227200,0.0,0.0
1746722635098233856,0.0,0.0
1746722635198209792,0.0,0.0
1746722635298214400,0.0,0.0
1746722635398182912,0.0,0.0
1746722635498177792,0.0,0.0
1746722635598169600,0.0,0.0
1746722635698127616,0.0,0.0
1746722635798940928,0.0,0.0
1746722635898160384,0.0,0.0
1746722635998123264,0.0,0.0
1746722636098332160,0.0,0.0
1746722636198210816,0.0,0.0
1746722636298317056,0.0,0.0
1746722636398215936,0.0,0.0
1746722636498216192,0.0,0.0
1746722636598160384,0.0,0.0
1746722636698193152,0.0,0.0
1746722636798321664,0.0,0.0
1746722636898245632,0.0,0.0
1746722636998188800,0.0,0.0
1746722637098265088,0.0,0.0
1746722637198242304,0.0,0.0
1746722637298223104,0.0,0.0
1746722637398295552,0.0,0.0
1746722637498204928,0.0,0.0
1746722637598219520,0.0,0.0
1746722637698136832,0.0,0.0
1746722637798237952,0.0,0.0
1746722637898204160,0.0,0.0
1746722637998252032,0.0,0.0
1746722638098207744,0.0,0.0
1746722638198217472,0.0,0.0
1746722638298211840,0.0,0.0
1746722638398222848,0.0,0.0
1746722638498152448,0.0,0.0
1746722638598246656,0.0,0.0
1746722638698202624,0.0,0.0
1746722638798194432,0.0,0.0
1746722638898272000,0.0,0.0
1746722638998240512,0.0,0.0
1746722639098294016,0.0,0.0
1746722639198228736,0.0,0.0
1746722639298262784,0.0,0.0
1746722639398141440,0.0,0.0
1746722639498280960,0.0,0.0
1746722639598152960,0.0,0.0
1746722639698166016,0.0,0.0
1746722639798231296,0.0,0.0
1746722639898178560,0.0,0.0
1746722639998212608,0.0,0.0
1746722640098140672,0.0,0.0
1746722640198175232,0.0,0.0
1746722640298187264,0.0,0.0
1746722640398306816,0.0,0.0
1746722640498154496,0.0,0.0
1746722640598166272,0.0,0.0
1746722640698151680,0.0,0.0
1746722640798173952,0.0,0.0
1746722640898217728,0.0,0.0
1746722640998220800,0.0,0.0
1746722641098247680,0.0,0.0
1746722641198196736,0.0,0.0
1746722641298207232,0.0,0.0
1746722641398248960,0.0,0.0
1746722641498226688,0.0,0.0
1746722641598256640,0.0,0.0
1746722641698156032,0.0,0.0
1746722641798143744,0.0,0.0
1746722641898127104,0.0,0.0
1746722641998167552,0.0,0.0
1746722642098261248,0.0,0.0
1746722642198177536,0.0,0.0
1746722642298220544,0.0,0.0
1746722642398205440,0.0,0.0
1746722642498229248,0.0,0.0
1746722642598186496,0.0,0.0
1746722642698133760,0.0,0.0
1746722642798266112,0.0,0.0
1746722642898132736,0.0,0.0
1746722642998151168,0.0,0.0
1746722643098174208,0.0,0.0
1746722643198287872,0.0,0.0
1746722643298179328,0.0,0.0
1746722643398234368,0.0,0.0
1746722643498251776,0.0,0.0
1746722643598152448,0.0,0.0
1746722643698187520,0.0,0.0
1746722643798209280,0.0,0.0
1746722643898225920,0.0,0.0
1746722643998269952,0.0,0.0
1746722644098163968,0.0,0.0
1746722644198178304,0.0,0.0
1746722644298173952,0.0,0.0
1746722644398175232,0.0,0.0
1746722644498217728,0.0,0.0
1746722644598162176,0.0,0.0
1746722644698217216,0.0,0.0
1746722644798203136,0.0,0.0
1746722644898199040,0.0,0.0
1746722644998256384,0.0,0.0
1746722645098267648,0.0,0.0
1746722645198166016,0.0,0.0
1746722645298181120,0.0,0.0
1746722645398231552,0.0,0.0
1746722645498211840,0.0,0.0
1746722645598206208,0.0,0.0
1746722645698288128,0.0,0.0
1746722645798223872,0.0,0.0
1746722645898108416,0.0,0.0
1746722645998203392,0.0,0.0
1746722646098204160,0.0,0.0
1746722646198205952,0.0,0.0
1746722646298202112,0.0,0.0
1746722646398129408,0.0,0.0
1746722646498236672,0.0,0.0
1746722646598247936,0.0,0.0
1746722646698259712,0.0,0.0
1746722646798204160,0.0,0.0
1746722646898257920,0.0,0.0
1746722646998201088,0.0,0.0
1746722647098227712,0.0,0.0
1746722647198196992,0.0,0.0
1746722647298249216,0.0,0.0
1746722647398206464,0.0,0.0
1746722647498218240,0.0,0.0
1746722647598202112,0.0,0.0
1746722647698167296,0.0,0.0
1746722647798182144,0.0,0.0
1746722647898112000,0.0,0.0
1746722647998206464,0.0,0.0
1746722648098196992,0.0,0.0
1746722648198139648,0.0,0.0
1746722648298167296,0.0,0.0
1746722648398166272,0.0,0.0
1746722648498164736,0.0,0.0
1746722648598229760,0.0,0.0
1746722648698161152,0.0,0.0
1746722648798178816,0.0,0.0
1746722648898232832,0.0,0.0
1746722648998232576,0.0,0.0
1746722649098310656,0.0,0.0
1746722649198169088,0.0,0.0
1746722649298218752,0.0,0.0
1746722649398193664,0.0,0.0
1746722649498230528,0.0,0.0
1746722649598157824,0.0,0.0
1746722649698219776,0.0,0.0
1746722649798254848,0.0,0.0
1746722649898223360,0.0,0.0
1746722649998141184,0.0,0.0
1746722650098164736,0.0,0.0
1746722650198220032,0.0,0.0
1746722650298188800,0.0,0.0
1746722650398158080,0.0,0.0075172726064920425
1746722650498213376,0.09445633739233017,0.21506837010383606
1746722650598223360,0.26541563868522644,0.6534464955329895
1746722650698190592,-0.00492656696587801,1.2050648927688599
1746722650798169856,0.013650266453623772,1.883643627166748
1746722650898187264,-0.0704357922077179,2.344111204147339
1746722650998302464,0.059783969074487686,2.930711269378662
1746722651098687232,-0.010980995371937752,3.5446667671203613
1746722651198192896,-0.001507316599600017,4.3065876960754395
1746722651298270208,0.00015414263179991394,4.457357406616211
1746722651398243072,0.00015414947120007128,4.481065273284912
1746722651498260736,-0.0007886545499786735,4.246269226074219
1746722651598344960,0.004446545150130987,3.965104818344116
1746722651698203648,-0.013741888105869293,4.358547210693359
1746722651798267392,0.012145590968430042,4.413225173950195
1746722651898207744,-0.0020900696981698275,4.9159698486328125
1746722651998144512,-0.048114266246557236,5.519644737243652
1746722652098186752,-0.11456865072250366,5.870626449584961
1746722652198128128,-0.04116430506110191,6.301527500152588
1746722652298243840,-0.021878769621253014,6.889786720275879
1746722652398105088,-0.01506253145635128,7.570789813995361
1746722652498208512,-0.010924584232270718,8.1969575881958
1746722652598283520,-0.008055909536778927,8.135199546813965
1746722652698147328,-0.009381590411067009,8.69096851348877
1746722652798134528,-0.0991300418972969,8.029753684997559
1746722652898219776,-0.09078982472419739,7.838781833648682
1746722652998154496,-0.12242300808429718,8.120061874389648
1746722653098243072,-0.14030329883098602,7.702038288116455
1746722653198185984,-0.12130554765462875,8.513211250305176
1746722653298135296,-0.1582898199558258,7.821883678436279
1746722653398223360,-0.13244566321372986,7.935469150543213
1746722653498209792,-0.15687625110149384,8.500189781188965
1746722653598134528,-0.11523575335741043,7.924137115478516
1746722653698217728,-0.1418752521276474,8.056601524353027
1746722653798212352,-0.1102118045091629,7.7976274490356445
1746722653898235648,-0.17714279890060425,8.015607833862305
1746722653998161152,-0.17839039862155914,7.884307384490967
1746722654098226944,-0.16003663837909698,8.51364517211914
1746722654198220288,-0.15997688472270966,8.049222946166992
1746722654298186240,-0.16130179166793823,8.250994682312012
1746722654398107392,-0.1455167531967163,8.053752899169922
1746722654498200320,-0.15974374115467072,7.7687788009643555
1746722654598198528,-0.13524779677391052,8.223735809326172
1746722654698291200,-0.16184982657432556,8.000244140625
1746722654798190336,-0.17779748141765594,7.998978614807129
1746722654898221568,-0.1677926629781723,8.007807731628418
1746722654998243328,-0.19070318341255188,8.014806747436523
1746722655098254080,-0.2138216197490692,8.251371383666992
1746722655198155520,-0.2274714708328247,7.641700744628906
1746722655298163968,-0.22792133688926697,8.25903606414795
1746722655398159872,-0.2197858989238739,7.965338230133057
1746722655498149888,-0.19499193131923676,8.494141578674316
1746722655598194432,-0.18614912033081055,7.974177837371826
1746722655698158336,-0.2137872725725174,8.028626441955566
1746722655798192640,-0.13988129794597626,7.951175689697266
1746722655898182400,-0.08765602856874466,8.013738632202148
1746722655998180608,-0.056627269834280014,7.918783664703369
1746722656098288384,-0.04170645400881767,8.10905933380127
1746722656198173952,-0.06214764341711998,8.27506160736084
1746722656298178816,-0.0362732857465744,7.995584487915039
1746722656398167296,-0.020572680979967117,8.149495124816895
1746722656498268160,-0.01186337973922491,8.374490737915039
1746722656598145280,-0.008428272791206837,7.645407676696777
1746722656698174720,-0.005282898433506489,8.039041519165039
1746722656798230016,-0.026783999055624008,8.176104545593262
1746722656898302208,-0.11153978109359741,8.143152236938477
1746722656998115328,-0.06353656947612762,8.079129219055176
1746722657098238720,-0.035956282168626785,8.126398086547852
1746722657198157824,-0.0217482578009367,8.166698455810547
1746722657298198272,-0.014102424494922161,8.239166259765625
1746722657398132480,-0.010010973550379276,7.654238700866699
1746722657498151936,-0.07252249121665955,8.213699340820312
1746722657598157056,-0.07035262882709503,8.260951042175293
1746722657698141696,-0.03858327120542526,7.814033508300781
1746722657798197760,-0.03923923522233963,8.07909870147705
1746722657898170624,-0.10346990823745728,8.117514610290527
1746722657998194688,-0.06588871777057648,7.961104393005371
1746722658098142464,-0.03688003495335579,8.487882614135742
1746722658198207232,-0.09035652130842209,7.890870094299316
1746722658298269952,-0.08985471725463867,8.166666984558105
1746722658398235904,-0.05071239173412323,8.069113731384277
1746722658498125312,-0.05137984827160835,8.180700302124023
1746722658598117120,-0.11313779652118683,7.915536880493164
1746722658698232320,-0.06524524092674255,7.895703315734863
1746722658798224640,-0.04089008644223213,8.030218124389648
1746722658898119680,-0.08246078342199326,8.48065185546875
1746722658998117376,-0.09728121757507324,8.05452823638916
1746722659098240512,-0.05190781503915787,7.955049991607666
1746722659198206720,-0.048108767718076706,7.8350043296813965
1746722659298210816,-0.11094345152378082,8.16365909576416
1746722659398140928,-0.07024998962879181,7.987196922302246
1746722659498138880,-0.040000636130571365,8.483155250549316
1746722659598140160,-0.0669730082154274,7.910380840301514
1746722659698280704,-0.10913233458995819,7.840173244476318
1746722659798169344,-0.057091712951660156,8.50207233428955
1746722659898193408,-0.04582112655043602,8.067096710205078
1746722659998232576,-0.11291712522506714,7.937949180603027
1746722660098244352,-0.07376628369092941,8.289870262145996
1746722660198232576,-0.04726080968976021,7.683694362640381
1746722660298210560,-0.06564029306173325,8.328071594238281
1746722660398213888,-0.10963048785924911,7.9499006271362305
1746722660498264320,-0.05756627023220062,8.375042915344238
1746722660598185984,-0.04155012592673302,7.661062717437744
1746722660698237696,-0.10184381902217865,8.369975090026855
1746722660798227200,-0.08078957349061966,8.017141342163086
1746722660898135808,-0.045063674449920654,7.9327239990234375
1746722660998183680,-0.07010234892368317,8.01486587524414
1746722661098186240,-0.09444355964660645,8.098411560058594
1746722661198262272,-0.04965757951140404,8.470108985900879
1746722661298205696,-0.03403459116816521,7.766202449798584
1746722661398123520,-0.08379988372325897,8.257576942443848
1746722661498127616,-0.07781387865543365,7.834884166717529
1746722661598224128,-0.03853103145956993,8.25304126739502
1746722661698239232,-0.06621132045984268,8.224030494689941
1746722661798213632,-0.08610957860946655,8.042556762695312
1746722661898184192,-0.04618136212229729,7.928897857666016
1746722661998204928,-0.03654608502984047,8.114631652832031
1746722662098216704,-0.08937904238700867,8.139335632324219
1746722662198205440,-0.058867838233709335,8.081382751464844
1746722662298213376,-0.03379018232226372,8.054487228393555
1746722662398127872,-0.06497937440872192,8.217188835144043
1746722662498212096,-0.07891135662794113,7.917474746704102
1746722662598143744,-0.04366050660610199,7.818424224853516
1746722662698204928,-0.03501371294260025,8.116549491882324
1746722662798231808,-0.08574126660823822,8.48617172241211
1746722662898244096,-0.05604947730898857,8.088303565979004
1746722662998575616,-0.03462480381131172,7.408008098602295
1746722663098734080,-0.052732642740011215,8.461127281188965
1746722663198177536,-0.08629144728183746,8.092609405517578
1746722663298206208,-0.040706194937229156,8.259758949279785
1746722663398202880,-0.051727768033742905,7.763916969299316
1746722663498141696,-0.08536510914564133,8.054093360900879
1746722663598242816,-0.048262182623147964,8.174833297729492
1746722663698171136,-0.02929079905152321,8.199283599853516
1746722663798148608,-0.07765767723321915,8.028756141662598
1746722663898245632,-0.06652047485113144,8.037080764770508
1746722663998178048,-0.037388093769550323,8.11827278137207
1746722664098137600,-0.05034562200307846,7.995654582977295
1746722664198177792,-0.08630680292844772,8.007028579711914
1746722664298207488,-0.04341200366616249,8.473888397216797
1746722664398223360,-0.03644569590687752,7.948244571685791
1746722664498279168,-0.08819068968296051,7.806019306182861
1746722664598217984,-0.053468119353055954,8.503495216369629
1746722664698214912,-0.034949153661727905,7.629565715789795
1746722664798202112,-0.05770083889365196,8.511837005615234
1746722664898150912,-0.07960965484380722,7.967434883117676
1746722664998226688,-0.041256409138441086,7.904134750366211
1746722665098205184,-0.038219403475522995,7.870805263519287
1746722665198225920,-0.09995720535516739,7.754767417907715
1746722665298183424,-0.06040177866816521,8.041028022766113
1746722665398184704,-0.03633993864059448,7.608163356781006
1746722665498264832,-0.021711960434913635,7.384061336517334
1746722665598188288,-0.014008669182658195,7.432130336761475
1746722665698211840,-0.008964452892541885,7.249053478240967
1746722665798214656,-0.00939252134412527,7.2116241455078125
1746722665898220544,-0.047159500420093536,6.960358619689941
1746722665998190848,-0.026446644216775894,7.2123122215271
1746722666098199808,-0.014365620911121368,6.964428901672363
1746722666198222080,-0.00972582958638668,6.445584774017334
1746722666298204160,-0.005105968564748764,6.755781173706055
1746722666398203904,-0.005292033310979605,6.832632541656494
1746722666498197504,-0.0016056675231084228,6.462141513824463
1746722666598214656,-0.01859048753976822,6.35006856918335
1746722666698351360,-0.015353589318692684,6.377310276031494
1746722666798129920,-0.00666026072576642,6.296328067779541
1746722666898202112,-0.0057223401963710785,6.281475067138672
1746722666998227456,-0.003659549169242382,5.778195381164551
1746722667098215168,-0.0013651156332343817,6.314705848693848
1746722667198211584,-0.0011316889431327581,5.838318347930908
1746722667298212864,-0.001371424295939505,5.8830718994140625
1746722667398209280,-0.007998683489859104,5.621150970458984
1746722667498167296,-0.006518831010907888,5.772481918334961
1746722667598208768,-0.004158710595220327,5.574109077453613
1746722667698157824,-0.00039372831815853715,5.391398906707764
1746722667798243328,-0.0037386612966656685,5.019688606262207
1746722667898168320,-0.00023241886810865253,4.464583873748779
1746722667998254336,-0.0009218878694809973,4.055494785308838
1746722668098239488,-0.00027649966068565845,3.5803141593933105
1746722668198217984,-0.0006754851201549172,3.1902554035186768
1746722668298197760,-0.0004940255894325674,2.790804386138916
1746722668398212608,-0.0004047924012411386,2.140833854675293
1746722668498237952,-2.9500839445972815e-05,1.9226547479629517
1746722668598123520,-0.007735650520771742,0.5997992157936096
1746722668698138368,0.0,0.001687751617282629
1746722668798226176,0.0,0.0023309385869652033
1746722668898297088,0.0,0.001329432358033955
1746722668998242816,0.0,0.0006583937793038785
1746722669098236928,0.0,0.00040056652505882084
1746722669198257664,0.0,0.0003337163070682436
1746722669298406400,0.0,0.0001904516975628212
1746722669398284032,0.0,9.071009117178619e-05
1746722669498195200,0.0,4.7725978220114484e-05
1746722669598295808,0.0,4.287235060473904e-05
1746722669698146816,0.0,2.3877404601080343e-05
1746722669798171648,0.0,1.4301547707873397e-05
1746722669898203904,0.0,4.766841811942868e-06
1746722669998176000,0.0,0.0
1746722670098223360,0.0,4.7661146709288005e-06
1746722670198198528,0.0,0.0
1746722670298177280,0.0,0.0
1746722670398146304,0.0,0.0
1746722670498200576,0.0,0.0
1746722670598136320,0.0,0.0
1746722670698257408,0.0,0.0
1746722670798148352,0.0,9.547154149913695e-06
1746722670898175744,0.0,0.0
1746722670998205184,0.0,0.0
1746722671098273536,0.0,0.0
1746722671198179840,0.0,0.0
1746722671298191616,0.0,0.0
1746722671398168320,0.0,0.0
1746722671498194176,0.0,0.0
1746722671598115328,0.0,0.0
1746722671698243584,0.0,0.0
1746722671798207232,0.0,0.0
1746722671898224128,0.0,0.0
1746722671998223360,0.0,0.0
1746722672098203648,0.0,0.0
1746722672198206976,0.0,0.0
1746722672298209024,0.0,0.0
1746722672398193920,0.0,0.0
1746722672498230528,0.0,0.0
1746722672598169088,0.0,0.0
1746722672698122240,0.0,0.0
1746722672798251008,0.0,0.0
1746722672898208512,0.0,0.0
1746722672998309376,0.0,0.0
1746722673098189824,0.0,0.0
1746722673198218752,0.0,0.0
1746722673298192640,0.0,0.0
1746722673398251776,0.0,0.0
1746722673498209792,0.0,0.0
1746722673598207232,0.0,0.0
1746722673698258688,0.0,0.0
1746722673798205952,0.0,0.0
1746722673898260480,0.0,0.0
1746722673998235136,0.0,0.0
1746722674098254336,0.0,0.0
1746722674198156800,0.0,0.0
1746722674298161152,0.0,0.0
1746722674398260480,0.0,0.0
1746722674498129664,0.0,0.0
1746722674598153728,0.0,0.0
1746722674698168320,0.0,0.0
1746722674798172928,0.0,0.0
1746722674898244096,0.0,0.0
1746722674998249216,0.0,0.0
1746722675098238720,0.0,0.0
1746722675198172928,0.0,0.0
1746722675298246912,0.0,0.0
1746722675398225408,0.0,0.0
1746722675498175488,0.0,0.0
1746722675598227200,0.0,0.0
1746722675698108672,0.0,0.0
1746722675798216192,0.0,0.0
1746722675898199552,0.0,0.0
1746722675998242560,0.0,0.0
1746722676098258176,0.0,0.0
1746722676198246144,0.0,0.0
1746722676299971584,0.0,0.0
1746722676398125312,0.0,0.0
1746722676498169344,0.0,0.0
1746722676598144768,0.0,0.0
1746722676698183680,0.0,0.0
1746722676798258688,0.0,0.0
1746722676898195200,0.0,0.0
1746722676998178304,0.0,0.0
1746722677100527104,0.0,0.0
1746722677198133248,0.0,0.0
1746722677298145792,0.0,0.0
1746722677398149632,0.0,0.0
1746722677498224896,0.0,0.0
1746722677598206720,0.0,0.0
1746722677698230784,0.0,0.0
1746722677798158080,0.0,0.0
1746722677898180352,0.0,0.0
1746722677998186752,0.0,0.0
1746722678098220032,0.0,0.0
1746722678198238720,0.0,0.0
1746722678298121984,0.0,0.0
1746722678398310144,0.0,0.0
1746722678498181120,0.0,0.0
1746722678598197504,0.0,0.0
1746722678698271744,0.0,0.0
1746722678798233600,0.0,0.0
1746722678898813184,0.0,0.0
1746722678998142208,0.0,0.0
1746722679098304768,0.0,0.0
1746722679198263808,0.0,0.0
1746722679298301184,0.0,0.0
1746722679398214144,0.0,0.0
1746722679498262016,0.0,0.0
1746722679598131200,0.0,0.0
1746722679698115584,0.0,0.0
1746722679798173440,0.0,0.0
1746722679898161408,0.0,0.0
1746722679998276096,0.0,0.0
1746722680098215680,0.0,0.0
1746722680198331136,0.0,0.0
1746722680298203136,0.0,0.0
1746722680398251008,0.0,0.0
1746722680498152704,0.5,0.10516223311424255
1746722680598201600,0.2723034620285034,0.506986141204834
1746722680698304768,-0.10677939653396606,1.0158448219299316
1746722680798206976,-0.0024586711078882217,1.6284241676330566
1746722680898212352,0.008298262022435665,2.319998264312744
1746722680998209536,-0.00043308953172527254,2.713303565979004
1746722681098127360,-0.0005644498742185533,3.418858766555786
1746722681198230016,-0.0004546036652754992,4.051136493682861
1746722681298303488,-0.0010390637908130884,4.306972026824951
1746722681398203392,-0.00044285989133641124,5.326550006866455
1746722681498165760,-0.00010154268238693476,4.926794052124023
1746722681598190336,-0.00030119140865281224,5.003439903259277
1746722681698217472,-0.0008168474305421114,4.469884395599365
1746722681798266368,0.0002844541741069406,4.268247127532959
1746722681898195712,0.00035435924655757844,4.731834411621094
1746722681998202368,0.00011591359361773357,4.274649620056152
1746722682098209536,-0.00032218164415098727,4.344817638397217
1746722682198124800,-0.001374805811792612,4.372564315795898
1746722682298375680,-0.0016914018196985126,4.166431903839111
1746722682398197504,-0.0016636254731565714,4.432074546813965
1746722682498263296,0.0001955684565473348,4.719043731689453
1746722682598199296,-0.0006023867172189057,5.427820682525635
1746722682698300160,0.00033408988383598626,5.504152297973633
1746722682798276608,3.835315510514192e-06,6.177249431610107
1746722682898263552,0.00018977948639076203,6.489919662475586
1746722682998248192,-0.00012176232849014923,7.261312007904053
1746722683098305280,-0.00032424303935840726,7.968323707580566
1746722683198225664,-0.0006446341867558658,8.227685928344727
1746722683298201600,-0.0006303107365965843,8.65481948852539
1746722683398205184,5.04868985444773e-05,8.193766593933105
1746722683498190592,-0.0003689150616992265,7.962453365325928
1746722683598205696,9.756025247042999e-05,7.895162105560303
1746722683698216448,1.3147450772521552e-05,7.767127990722656
1746722683798184704,-0.0001774415432009846,8.465229034423828
