t,x,y,z,yaw
1746722629698108160,-27.69934964709583,-34.03851789419459,0.0,-1.5340643021750344
1746722629798153472,-27.666571697839174,-34.48018248171622,0.0,-1.5342469750880212
1746722629898182912,-27.636836482150805,-34.88411972595149,0.0,-1.5344398457817134
1746722629998317056,-27.610004116045175,-35.251732997307705,0.0,-1.5346040334202053
1746722630098243584,-27.586278347029968,-35.578527941978805,0.0,-1.5347557530693503
1746722630198260992,-27.565635959342842,-35.863707919319545,0.0,-1.534898040455643
1746722630298178304,-27.548372498032812,-36.09907493850273,0.0,-1.534996358046469
1746722630398199296,-27.5302988198431,-36.26526070425643,0.0,-1.5299901772992566
1746722630498150656,-27.513869915292304,-36.36601736759681,0.0,-1.5230157051974171
1746722630598227456,-27.504206000804214,-36.42728555198079,0.0,-1.5199591306010447
1746722630698250752,-27.499647593142495,-36.46454297523691,0.0,-1.519184698848043
1746722630798314752,-27.497884374657847,-36.48723360591002,0.0,-1.5191333407065728
1746722630898226688,-27.497162121151565,-36.50101416859751,0.0,-1.5197964361053362
1746722630998115328,-27.49658777767222,-36.50938330014112,0.0,-1.5226006679486714
1746722631098188544,-27.496243818842313,-36.51447920129235,0.0,-1.5248064274597917
1746722631198202880,-27.496023857239425,-36.517571233986665,0.0,-1.5262742773064322
1746722631298381312,-27.495875184240173,-36.51945046393588,0.0,-1.5272644126242454
1746722631398219520,-27.49576824974572,-36.52058825204783,0.0,-1.5279293631833533
1746722631498172672,-27.495685594712516,-36.52128033589356,0.0,-1.5284451738856624
1746722631598222080,-27.495617498328738,-36.52169983303149,0.0,-1.5288761345457387
1746722631698166272,-27.49555822840769,-36.52195325525817,0.0,-1.5292364459811796
1746722631798198016,-27.495504171401326,-36.52210632380032,0.0,-1.5295730042337639
1746722631898145536,-27.495453117355204,-36.52219853921012,0.0,-1.5298694780833946
1746722631998200832,-27.49540343477119,-36.522253797522374,0.0,-1.5301662723038512
1746722632098107136,-27.495354739074106,-36.52228653442703,0.0,-1.5304626238043586
1746722632198125056,-27.495306538996346,-36.52230568472262,0.0,-1.5307593069912175
1746722632298157568,-27.495258663434974,-36.52231656987371,0.0,-1.5310560326112985
1746722632398159104,-27.495211001765842,-36.522322442859426,0.0,-1.5313526677071727
1746722632498159104,-27.495163460891586,-36.5223252827306,0.0,-1.5316492964380635
1746722632598252544,-27.49511594736134,-36.52232628812816,0.0,-1.5319462038137786
1746722632698206464,-27.495068543220587,-36.52232618483285,0.0,-1.5322426967583591
1746722632798269696,-27.4950211129198,-36.52232541455796,0.0,-1.5325395143170877
1746722632898164224,-27.494973777889236,-36.52232424721378,0.0,-1.532835831163797
1746722632998190848,-27.494926389258378,-36.52232284184362,0.0,-1.5331325398105893
1746722633098202368,-27.494879013062246,-36.522321298641096,0.0,-1.5334292031952783
1746722633198158848,-27.49483166565416,-36.5223196781141,0.0,-1.5337257046265032
1746722633298200832,-27.494784279485962,-36.5223180142566,0.0,-1.5340224585353988
1746722633398196992,-27.494736915621264,-36.5223163312336,0.0,-1.5343190773652047
1746722633498283776,-27.49468950919687,-36.52231464012309,0.0,-1.534615964231529
1746722633598217984,-27.494642174990677,-36.522312953135966,0.0,-1.5349123984768192
1746722633698234368,-27.49459480159252,-36.522311271223124,0.0,-1.5352090767131357
1746722633798232576,-27.49454743644072,-36.5223095990618,0.0,-1.535505701200704
1746722633898251520,-27.494500061066603,-36.5223079378136,0.0,-1.5358023872164448
1746722633998436608,-27.49445260654634,-36.52230628619671,0.0,-1.5360995661647805
1746722634098500608,-27.494405209055248,-36.52230464962776,0.0,-1.5363963851379498
1746722634199181312,-27.49435751882822,-36.522303016536846,0.0,-1.5366950343974264
1746722634298266112,-27.494310584116253,-36.52230142286531,0.0,-1.536988949523773
1746722634398282240,-27.49426320792931,-36.52229982798084,0.0,-1.5372856263456487
1746722634498258432,-27.494215849910525,-36.52229824763152,0.0,-1.537582186476164
1746722634598214144,-27.494168501479425,-36.522296681573195,0.0,-1.5378786836640668
1746722634698162432,-27.494121155750033,-36.52229512960552,0.0,-1.5381751610497993
1746722634798251520,-27.49407374304155,-36.52229358949273,0.0,-1.5384720549883275
1746722634898127872,-27.494026430735467,-36.5222920666689,0.0,-1.5387683173790687
1746722634998227200,-27.49397901226621,-36.52229055449499,0.0,-1.5390652417280726
1746722635098233856,-27.493931637285414,-36.52228905777538,0.0,-1.539361890968354
1746722635198209792,-27.493884276206835,-36.522287575552156,0.0,-1.539658450391649
1746722635298214400,-27.493836901363228,-36.52228610696064,0.0,-1.5399550932669472
1746722635398182912,-27.493789543141098,-36.52228465294215,0.0,-1.5402516293519701
1746722635498177792,-27.493742171952682,-36.52228321258685,0.0,-1.5405482439384537
1746722635598169600,-27.493694801807475,-36.52228178632602,0.0,-1.5408448493310725
1746722635698127616,-27.493647447167273,-36.52228037458757,0.0,-1.5411413550056197
1746722635798940928,-27.493599687068336,-36.522278964995564,0.0,-1.5414403967723993
1746722635898160384,-27.493552681633922,-36.52227759163411,0.0,-1.5417347107710322
1746722635998123264,-27.493505323384216,-36.522276221966614,0.0,-1.542031231297207
1746722636098332160,-27.493457848387955,-36.52227486302887,0.0,-1.542328480260359
1746722636198210816,-27.493410529432303,-36.522273522611364,0.0,-1.542624749723304
1746722636298317056,-27.49336310209588,-36.522272193202184,0.0,-1.5429216952889186
1746722636398215936,-27.49331577275208,-36.52227088059035,0.0,-1.5432180248655947
1746722636498216192,-27.4932683950144,-36.5222695806936,0.0,-1.5435146550109262
1746722636598160384,-27.493221043325512,-36.52226829556403,0.0,-1.5438111196666922
1746722636698193152,-27.49317364946272,-36.522267023356896,0.0,-1.5441078459939934
1746722636798321664,-27.493126209814463,-36.5222657640141,0.0,-1.544404856623882
1746722636898245632,-27.493078866489054,-36.522264521285244,0.0,-1.544701261873137
1746722636998188800,-27.49303151398633,-36.522263292361885,0.0,-1.5449977222855809
1746722637098265088,-27.49298409786212,-36.52226207586314,0.0,-1.5452945787414296
1746722637198242304,-27.492936728371806,-36.52226087462494,0.0,-1.545591140993606
1746722637298223104,-27.49288935694583,-36.52225968739539,0.0,-1.5458877131468676
1746722637398295552,-27.492841941565175,-36.52225851314153,0.0,-1.5461845582871905
1746722637498204928,-27.49279460321993,-36.52225735484467,0.0,-1.5464809189815627
1746722637598219520,-27.492747214602044,-36.52225620937756,0.0,-1.5467775922673368
1746722637698136832,-27.492699871850277,-36.5222550790657,0.0,-1.5470739762999808
1746722637798237952,-27.49265244155377,-36.522253960742155,0.0,-1.5473709063067476
1746722637898204160,-27.492605074867996,-36.522252857981265,0.0,-1.5476674360267872
1746722637998252032,-27.49255766933446,-36.52225176838633,0.0,-1.5479642069089716
1746722638098207744,-27.49251030697348,-36.522250693840355,0.0,-1.5482607055113151
1746722638198217472,-27.492462918764367,-36.52224963276941,0.0,-1.5485573639454613
1746722638298211840,-27.492415537359832,-36.52224858591281,0.0,-1.5488539778247246
1746722638398222848,-27.49236814796469,-36.52224755294393,0.0,-1.5491506397949726
1746722638498152448,-27.4923207967893,-36.52224653485631,0.0,-1.549447060603076
1746722638598246656,-27.492273367361708,-36.52224552916326,0.0,-1.549743969393232
1746722638698202624,-27.492226003050327,-36.52224453891034,0.0,-1.5500404687027958
1746722638798194432,-27.492178621501015,-36.5222435623542,0.0,-1.5503370740954145
1746722638898272000,-27.49213119899252,-36.522242599031564,0.0,-1.5506339340873652
1746722638998240512,-27.492083827943784,-36.52224165081488,0.0,-1.550930470172388
1746722639098294016,-27.49203641628279,-36.52224071585607,0.0,-1.5512272587350817
1746722639198228736,-27.491989060722766,-36.52223979605519,0.0,-1.5515236943948127
1746722639298262784,-27.4919416576668,-36.522238889395965,0.0,-1.5518204256726567
1746722639398141440,-27.491894328006822,-36.52223799817889,0.0,-1.5521166958428219
1746722639498280960,-27.4918468745971,-36.52223711871389,0.0,-1.5524137390048471
1746722639598152960,-27.491799547693137,-36.52223625563755,0.0,-1.552709988665622
1746722639698166016,-27.491752153650342,-36.522235405391825,0.0,-1.5530066570008532
1746722639798231296,-27.491704734501266,-36.5222345687716,0.0,-1.5533034809245652
1746722639898178560,-27.4916573711455,-36.52223374719031,0.0,-1.5535999540669756
1746722639998212608,-27.49160996642223,-36.52223293895594,0.0,-1.5538966846375992
1746722640098140672,-27.49156261173915,-36.52223214562287,0.0,-1.55419310049516
1746722640198175232,-27.491515206205865,-36.52223136550105,0.0,-1.5544898331874446
1746722640298187264,-27.491467811176772,-36.52223059961789,0.0,-1.5547864986937945
1746722640398306816,-27.49142036507898,-36.52222984699627,0.0,-1.555083482449309
1746722640498154496,-27.49137304733811,-36.52222911044775,0.0,-1.5553796613880473
1746722640598166272,-27.491325651872252,-36.522228386741745,0.0,-1.5556763254799564
1746722640698151680,-27.491278268509394,-36.52222767727887,0.0,-1.5559729124848456
1746722640798173952,-27.491230867651076,-36.522226981618175,0.0,-1.5562696076944509
1746722640898217728,-27.491183456193525,-36.52222629987319,0.0,-1.55656636796833
1746722640998220800,-27.491136063969805,-36.52222563246887,0.0,-1.556863006600306
1746722641098247680,-27.491088660364266,-36.522224978970385,0.0,-1.5571597152470982
1746722641198196736,-27.491041293288543,-36.52222434002689,0.0,-1.5574561940472715
1746722641298207232,-27.49099389687403,-36.522223714746495,0.0,-1.5577528553102993
1746722641398248960,-27.490946485587344,-36.52222310333956,0.0,-1.5580496085119746
1746722641498226688,-27.490899104402875,-36.52222250637914,0.0,-1.5583461721785918
1746722641598256640,-27.49085169829835,-36.52222192316952,0.0,-1.558642890726469
1746722641698156032,-27.49080435394233,-36.522221354760404,0.0,-1.558939221717586
1746722641798143744,-27.490756967386883,-36.52222079989497,0.0,-1.5592358157946788
1746722641898127104,-27.4907095829288,-36.52222025910958,0.0,-1.5595323957273644
1746722641998167552,-27.490662171194124,-36.522219732080075,0.0,-1.5598291453929378
1746722642098261248,-27.49061473410765,-36.52221921885113,0.0,-1.560126052768653
1746722642198177536,-27.490567380938117,-36.522218720578735,0.0,-1.5604224339724158
1746722642298220544,-27.49051996751021,-36.52221823573516,0.0,-1.5607191914174132
1746722642398205440,-27.49047258139812,-36.52221776523045,0.0,-1.5610157770078616
1746722642498229248,-27.49042517684344,-36.522217308606194,0.0,-1.5613124771680096
1746722642598186496,-27.49037780368095,-36.522216866336535,0.0,-1.5616089800136752
1746722642698133760,-27.490330435135206,-36.52221643815537,0.0,-1.5619054531560856
1746722642798266112,-27.490282978667093,-36.52221602326316,0.0,-1.5622024758087203
1746722642898132736,-27.490235648068143,-36.52221562351201,0.0,-1.5624987099106469
1746722642998151168,-27.490188245487357,-36.522215237206794,0.0,-1.5627953938047263
1746722643098174208,-27.49014084053412,-36.52221486494776,0.0,-1.563092091843213
1746722643198287872,-27.490093392420825,-36.5222145064348,0.0,-1.5633890593326591
1746722643298179328,-27.49004604962919,-36.52221416276206,0.0,-1.5636853669855038
1746722643398234368,-27.48999862922182,-36.52221383258913,0.0,-1.5639821597915196
1746722643498251776,-27.48995122645912,-36.52221351660588,0.0,-1.564278841563938
1746722643598152448,-27.489903879086526,-36.52221321503133,0.0,-1.5645751760911566
1746722643698187520,-27.489856467782946,-36.5222129271092,0.0,-1.564871910197882
1746722643798209280,-27.489809062836898,-36.52221265329188,0.0,-1.5651686039930466
1746722643898225920,-27.489761660184655,-36.52221239355198,0.0,-1.5654652829365834
1746722643998269952,-27.489714244349642,-36.52221214780947,0.0,-1.5657620439176827
1746722644098163968,-27.489666899632788,-36.52221191647541,0.0,-1.5660583593499515
1746722644198178304,-27.48961949789819,-36.52221169891739,0.0,-1.5663550312212848
1746722644298173952,-27.489572104915034,-36.52221149545867,0.0,-1.5666516479294292
1746722644398175232,-27.48952470916164,-36.522211306047076,0.0,-1.5669482816108626
1746722644498217728,-27.489477293805326,-36.52221113062524,0.0,-1.5672450376414193
1746722644598162176,-27.48942992495466,-36.52221096942572,0.0,-1.5675415022971853
1746722644698217216,-27.489382503513667,-36.52221082211397,0.0,-1.5678382958104213
1746722644798203136,-27.48933511502683,-36.522210688964414,0.0,-1.5681348828153105
1746722644898199040,-27.489287721530616,-36.52221056985791,0.0,-1.568431500937896
1746722644998256384,-27.489240298960304,-36.52221046474912,0.0,-1.5687283008161155
1746722645098267648,-27.489192898169787,-36.522210373753985,0.0,-1.5690249642008043
1746722645198166016,-27.489145551029146,-36.52221029690009,0.0,-1.5693212916558192
1746722645298181120,-27.48909814827201,-36.52221023401094,0.0,-1.5696179670632542
1746722645398231552,-27.489050729000358,-36.52221018517048,0.0,-1.5699147457248626
1746722645498211840,-27.489003342825196,-36.52221015042241,0.0,-1.5702113171709038
1746722645598206208,-27.488955950087835,-36.52221012972584,0.0,-1.5705079296357263
1746722645698288128,-27.488908515649538,-36.5222101230869,0.0,-1.5708048030648638
1746722645798223872,-27.488861150593156,-36.52221013050881,0.0,-1.5711012422606965
1746722645898108416,-27.48881380983598,-36.52221015195697,0.0,-1.5713975294041505
1746722645998203392,-27.48876636942157,-36.52221018752107,0.0,-1.5716944403159674
1746722646098204160,-27.488718973541644,-36.52221023711754,0.0,-1.57199107258296
1746722646198205952,-27.48867157722652,-36.522210300773835,0.0,-1.5722877076788342
1746722646298202112,-27.48862418353135,-36.522210378484885,0.0,-1.5725843265086399
1746722646398129408,-27.488576822631153,-36.522210470185485,0.0,-1.5728807402445393
1746722646498236672,-27.488529376332703,-36.52221057612791,0.0,-1.5731776886390356
1746722646598247936,-27.488481975719512,-36.52221069603718,0.0,-1.5734743513165044
1746722646698259712,-27.48843457480498,-36.522210830009435,0.0,-1.573771016115634
1746722646798204160,-27.488387206024015,-36.52221097793889,0.0,-1.5740674800641796
1746722646898257920,-27.488339785309467,-36.52221114009693,0.0,-1.5743642693340936
1746722646998201088,-27.488292416963596,-36.52221131612673,0.0,-1.5746607311609782
1746722647098227712,-27.488245009235445,-36.522211506363526,0.0,-1.5749574398077704
1746722647198196992,-27.48819762868548,-36.522211710545704,0.0,-1.5752539787216746
1746722647298249216,-27.4881502089877,-36.52221192896447,0.0,-1.5755507630410461
1746722647398206464,-27.48810283433013,-36.522212161229476,0.0,-1.5758472658867118
1746722647498218240,-27.488055433866954,-36.522212407679575,0.0,-1.5761439306858414
1746722647598202112,-27.48800804669973,-36.52221266811709,0.0,-1.5764405127401881
1746722647698167296,-27.487960668651642,-36.52221294255507,0.0,-1.5767370382169055
1746722647798182144,-27.487913266957545,-36.52221323118985,0.0,-1.5770337122098999
1746722647898112000,-27.487865905578193,-36.52221353362462,0.0,-1.5773301344324437
1746722647998206464,-27.48781846643561,-36.52221385063014,0.0,-1.57762704392982
1746722648098196992,-27.48777107654285,-36.52221418137042,0.0,-1.5779236457863368
1746722648198139648,-27.48772370946258,-36.52221452599801,0.0,-1.57822010549156
1746722648298167296,-27.487676302259874,-36.52221488497858,0.0,-1.578516816967234
1746722648398166272,-27.487628908725295,-36.522215257916685,0.0,-1.5788134435764636
1746722648498164736,-27.487581515529417,-36.52221564491108,0.0,-1.5791100687712527
1746722648598229760,-27.487534090924672,-36.52221604623493,0.0,-1.5794068912805237
1746722648698161152,-27.487486729718448,-36.522216461071814,0.0,-1.5797033177463902
1746722648798178816,-27.48743932784612,-36.52221689032323,0.0,-1.5799999995188085
1746722648898232832,-27.487391908815056,-36.522217333802146,0.0,-1.5802967894959428
1746722648998232576,-27.487344515567397,-36.52221779110324,0.0,-1.580593418934054
1746722649098310656,-27.487297085395465,-36.52221826283665,0.0,-1.5808902803404452
1746722649198169088,-27.48724975954574,-36.52221874756771,0.0,-1.581186489689659
1746722649298218752,-27.487202343108116,-36.522219247286785,0.0,-1.581483266936827
1746722649398193664,-27.487154962300643,-36.522219760688245,0.0,-1.5817798221167996
1746722649498230528,-27.48710755226946,-36.522220288472106,0.0,-1.5820765611740675
1746722649598157824,-27.487060194260355,-36.52222082972391,0.0,-1.5823729756171874
1746722649698219776,-27.487012772686438,-36.52222138576998,0.0,-1.5826697889325938
1746722649798254848,-27.48696536404767,-36.52222195573598,0.0,-1.5829665223320988
1746722649898223360,-27.486917986991585,-36.522222539378056,0.0,-1.583263059124342
1746722649998141184,-27.486870634177627,-36.52222313676196,0.0,-1.5835594452786472
1746722650098164736,-27.486823231488216,-36.522223748834286,0.0,-1.5838561447315747
1746722650198220032,-27.48677581395488,-36.52222437517167,0.0,-1.5841529382448107
1746722650298188800,-27.48672843751159,-36.52222501502376,0.0,-1.5844494757442744
1746722650398158080,-27.486980515003125,-36.52238175776538,0.0,-1.5879265457170326
1746722650498213376,-27.486540911694444,-36.52721194545889,0.0,-1.5936944092520433
1746722650598223360,-27.484053938939606,-36.5480086853286,0.0,-1.5942909509518959
1746722650698190592,-27.4823852706306,-36.59810301063329,0.0,-1.5916012663926449
1746722650798169856,-27.482779897466557,-36.69033782814469,0.0,-1.5903728381407265
1746722650898187264,-27.48513888732146,-36.83021440112882,0.0,-1.5902799755592905
1746722650998302464,-27.488603640098887,-37.02000075752665,0.0,-1.5902323791307398
1746722651098687232,-27.492705596931586,-37.26441228350825,0.0,-1.5897444552020914
1746722651198192896,-27.49810126603368,-37.566184200744026,0.0,-1.5894902736717806
1746722651298270208,-27.504567669304535,-37.92290952631348,0.0,-1.5892945786090977
1746722651398243072,-27.511697101809595,-38.314821986244745,0.0,-1.5891274660205328
1746722651498260736,-27.519154125350674,-38.72389689723775,0.0,-1.5889926474268303
1746722651598344960,-27.52657787335358,-39.133326939797925,0.0,-1.5888374161056813
1746722651698203648,-27.53414093950738,-39.54521952121437,0.0,-1.588809235323823
1746722651798267392,-27.541902664080713,-39.96826282206822,0.0,-1.5887945583607255
1746722651898207744,-27.549861787984785,-40.40873869671413,0.0,-1.588678583055302
1746722651998144512,-27.5589293711316,-40.8819718339439,0.0,-1.5891279546083714
1746722652098186752,-27.570387148095666,-41.39394046797477,0.0,-1.5912918376031018
1746722652198128128,-27.584174390835074,-41.944036821494066,0.0,-1.5948690998856088
1746722652298243840,-27.599667557211994,-42.53892290671827,0.0,-1.5987428661852165
1746722652398105088,-27.61703227515379,-43.1838450881541,0.0,-1.602616601355035
1746722652498208512,-27.636727195152982,-43.8873122950213,0.0,-1.6064208968388831
1746722652598283520,-27.658499307098186,-44.63509360662712,0.0,-1.6101017379072113
1746722652698147328,-27.682314424594484,-45.4189232238686,0.0,-1.6136628911841389
1746722652798134528,-27.708612565297756,-46.22240257927123,0.0,-1.6181562749072818
1746722652898219776,-27.73734489147996,-47.02202545959534,0.0,-1.6243957065188146
1746722652998154496,-27.769046279620696,-47.82017764093144,0.0,-1.632486917099099
1746722653098243072,-27.804237987405862,-48.61548015931196,0.0,-1.642852257707309
1746722653198185984,-27.843927265323693,-49.41692976604919,0.0,-1.6552609443039756
1746722653298135296,-27.888341957818696,-50.22269454735211,0.0,-1.6697868411146213
1746722653398223360,-27.93708103076565,-51.022244985011774,0.0,-1.6863926804443332
1746722653498209792,-27.992362997072725,-51.83062437601715,0.0,-1.70487129998391
1746722653598134528,-28.053717257934164,-52.64238596681979,0.0,-1.7249000751797166
1746722653698217728,-28.12056978060899,-53.45051786078247,0.0,-1.7462424654839683
1746722653798212352,-28.192984922138482,-54.252083208619545,0.0,-1.7686778839203015
1746722653898235648,-28.272543997768548,-55.05046509284087,0.0,-1.7925385396854223
1746722653998161152,-28.36093512038666,-55.847189725213184,0.0,-1.818427087273738
1746722654098226944,-28.461849452410817,-56.655482150954725,0.0,-1.8460656015120505
1746722654198220288,-28.57489611409485,-57.4711726050815,0.0,-1.8751078835865027
1746722654298186240,-28.69924295074946,-58.28780960326071,0.0,-1.9054840545814438
1746722654398107392,-28.835233569706478,-59.10454389226814,0.0,-1.9369416609493282
1746722654498200320,-28.98070476023254,-59.91414342983257,0.0,-1.9694568126351268
1746722654598198528,-29.139324655033278,-60.72215080423213,0.0,-2.0027426107039004
1746722654698291200,-29.313701016886494,-61.53355484812393,0.0,-2.036861990158845
1746722654798190336,-29.50253608248401,-62.341007641506614,0.0,-2.0721411877519778
1746722654898221568,-29.70792295784364,-63.14790145034806,0.0,-2.10868157661009
1746722654998243328,-29.93107157356519,-63.953436381166455,0.0,-2.146513315409341
1746722655098254080,-30.1763452154203,-64.76151550791286,0.0,-2.1860813027191917
1746722655198155520,-30.43865042638277,-65.5621515003017,0.0,-2.227660342657493
1746722655298163968,-30.722854622302048,-66.35998285781913,0.0,-2.271354338090322
1746722655398159872,-31.0328552036101,-67.15799699605928,0.0,-2.3169354227285277
1746722655498149888,-31.373014516133136,-67.95878013184428,0.0,-2.363957557565894
1746722655598194432,-31.740927346292075,-68.75888055971349,0.0,-2.412057767880948
1746722655698158336,-32.13071912320686,-69.54931233549007,0.0,-2.461352291719241
1746722655798192640,-32.54504191057362,-70.33181585489316,0.0,-2.51134562395333
1746722655898182400,-32.9847857684874,-71.10612493413008,0.0,-2.5605836565207754
1746722655998180608,-33.450160648558494,-71.87183038500986,0.0,-2.608267148666308
1746722656098288384,-33.94438817262428,-72.62990651271316,0.0,-2.654076687582805
1746722656198173952,-34.47138674928728,-73.37913436415668,0.0,-2.6981021682684037
1746722656298178816,-35.027228070189295,-74.11783070683423,0.0,-2.74058262051903
1746722656398167296,-35.608360495965435,-74.84253441290105,0.0,-2.7811217090177216
1746722656498268160,-36.22192820692345,-75.5556807073998,0.0,-2.819644442481238
1746722656598145280,-36.8511361144129,-76.24907934954959,0.0,-2.8560380281892748
1746722656698174720,-37.49541653201398,-76.9232002557088,0.0,-2.8904866924414967
